,symbol,metric,value
2551,EPAM,Avg. Volume,"602,315"
2552,EPAM,Market Cap,37.61B
2553,EPAM,Beta (5Y Monthly),1.43
2554,EPAM,PE Ratio (TTM),91.95
2555,EPAM,EPS (TTM),7.21
2556,EPAM,Earnings Date,"Feb 16, 2022 - Feb 21, 2022"
2557,EPAM,Forward Dividend & Yield,N/A (N/A)
2558,EPAM,Ex-Dividend Date,N/A
2559,EPAM,1y Target Est,786.67
2560,EQIX,Previous Close,818.73
2561,EQIX,Open,820.00
2562,EQIX,Bid,730.00 x 800
2563,EQIX,Ask,883.00 x 1000
2564,EQIX,Day's Range,813.91 - 821.82
2565,EQIX,52 Week Range,586.73 - 885.26
2566,EQIX,Volume,"433,162"
2567,EQIX,Avg. Volume,"460,787"
2568,EQIX,Market Cap,73.722B
2569,EQIX,Beta (5Y Monthly),0.36
2570,EQIX,PE Ratio (TTM),172.62
2571,EQIX,EPS (TTM),4.74
2572,EQIX,Earnings Date,"Feb 08, 2022 - Feb 14, 2022"
2573,EQIX,Forward Dividend & Yield,11.48 (1.40%)
2574,EQIX,Ex-Dividend Date,"Nov 16, 2021"
2575,EQIX,1y Target Est,890.09
2576,EQR,Previous Close,87.65
2577,EQR,Open,86.66
2578,EQR,Bid,85.07 x 900
2579,EQR,Ask,86.80 x 1100
2580,EQR,Day's Range,85.93 - 87.50
2581,EQR,52 Week Range,56.08 - 90.00
2582,EQR,Volume,"1,337,373"
2583,EQR,Avg. Volume,"1,534,220"
2584,EQR,Market Cap,32.525B
2585,EQR,Beta (5Y Monthly),0.81
2586,EQR,PE Ratio (TTM),30.72
2587,EQR,EPS (TTM),2.82
2588,EQR,Earnings Date,"Feb 08, 2022 - Feb 14, 2022"
2589,EQR,Forward Dividend & Yield,2.41 (2.75%)
2590,EQR,Ex-Dividend Date,"Dec 31, 2021"
2591,EQR,1y Target Est,91.22
2592,ESS,Previous Close,343.59
2593,ESS,Open,345.08
2594,ESS,Bid,200.00 x 800
2595,ESS,Ask,343.96 x 1000
2596,ESS,Day's Range,340.13 - 345.31
2597,ESS,52 Week Range,226.79 - 357.90
2598,ESS,Volume,"296,606"
2599,ESS,Avg. Volume,"277,969"
2600,ESS,Market Cap,22.304B
2601,ESS,Beta (5Y Monthly),0.75
2602,ESS,PE Ratio (TTM),49.88
2603,ESS,EPS (TTM),6.87
2604,ESS,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
2605,ESS,Forward Dividend & Yield,8.36 (2.44%)
2606,ESS,Ex-Dividend Date,"Dec 31, 2021"
2607,ESS,1y Target Est,363.36
2608,EL,Previous Close,361.70
2609,EL,Open,361.90
2610,EL,Bid,345.00 x 1800
2611,EL,Ask,387.00 x 800
2612,EL,Day's Range,361.90 - 367.95
2613,EL,52 Week Range,231.97 - 369.24
2614,EL,Volume,"898,141"
2615,EL,Avg. Volume,"1,244,866"
2616,EL,Market Cap,131.737B
2617,EL,Beta (5Y Monthly),1.00
2618,EL,PE Ratio (TTM),44.37
2619,EL,EPS (TTM),8.25
2620,EL,Earnings Date,"Feb 03, 2022"
2621,EL,Forward Dividend & Yield,2.40 (0.66%)
2622,EL,Ex-Dividend Date,"Nov 29, 2021"
2623,EL,1y Target Est,373.96
2624,ETSY,Previous Close,225.10
2625,ETSY,Open,225.48
2626,ETSY,Bid,228.16 x 800
2627,ETSY,Ask,230.00 x 1100
2628,ETSY,Day's Range,220.90 - 229.30
2629,ETSY,52 Week Range,153.80 - 307.75
2630,ETSY,Volume,"1,225,982"
2631,ETSY,Avg. Volume,"2,283,068"
2632,ETSY,Market Cap,28.917B
2633,ETSY,Beta (5Y Monthly),1.62
2634,ETSY,PE Ratio (TTM),67.74
2635,ETSY,EPS (TTM),3.37
2636,ETSY,Earnings Date,"Feb 23, 2022 - Feb 28, 2022"
2637,ETSY,Forward Dividend & Yield,N/A (N/A)
2638,ETSY,Ex-Dividend Date,N/A
2639,ETSY,1y Target Est,265.50
2640,EVRG,Previous Close,66.89
2641,EVRG,Open,66.81
2642,EVRG,Bid,66.30 x 1200
2643,EVRG,Ask,66.31 x 800
2644,EVRG,Day's Range,65.70 - 67.00
2645,EVRG,52 Week Range,51.88 - 69.45
2646,EVRG,Volume,"575,094"
2647,EVRG,Avg. Volume,"1,183,917"
2648,EVRG,Market Cap,15.214B
2649,EVRG,Beta (5Y Monthly),0.43
2650,EVRG,PE Ratio (TTM),17.30
2651,EVRG,EPS (TTM),3.84
2652,EVRG,Earnings Date,"Feb 24, 2022 - Feb 28, 2022"
2653,EVRG,Forward Dividend & Yield,2.29 (3.42%)
2654,EVRG,Ex-Dividend Date,"Nov 18, 2021"
2655,EVRG,1y Target Est,70.50
2656,ES,Previous Close,90.91
2657,ES,Open,90.76
2658,ES,Bid,89.51 x 900
2659,ES,Ask,99.45 x 800
2660,ES,Day's Range,89.06 - 91.40
2661,ES,52 Week Range,76.64 - 92.66
2662,ES,Volume,"2,691,493"
2663,ES,Avg. Volume,"1,272,630"
2664,ES,Market Cap,30.736B
2665,ES,Beta (5Y Monthly),0.40
2666,ES,PE Ratio (TTM),25.97
2667,ES,EPS (TTM),3.44
2668,ES,Earnings Date,"Feb 14, 2022 - Feb 18, 2022"
2669,ES,Forward Dividend & Yield,2.41 (2.65%)
2670,ES,Ex-Dividend Date,"Dec 16, 2021"
2671,ES,1y Target Est,90.83
2672,EXC,Previous Close,54.37
2673,EXC,Open,54.46
2674,EXC,Bid,54.50 x 1800
2675,EXC,Ask,54.87 x 1000
2676,EXC,Day's Range,54.39 - 54.89
2677,EXC,52 Week Range,38.35 - 54.98
2678,EXC,Volume,"3,558,392"
2679,EXC,Avg. Volume,"5,219,707"
2680,EXC,Market Cap,53.309B
2681,EXC,Beta (5Y Monthly),0.48
2682,EXC,PE Ratio (TTM),31.87
2683,EXC,EPS (TTM),1.71
2684,EXC,Earnings Date,"Feb 22, 2022 - Feb 28, 2022"
2685,EXC,Forward Dividend & Yield,1.53 (2.81%)
2686,EXC,Ex-Dividend Date,"Nov 12, 2021"
2687,EXC,1y Target Est,57.58
2688,EXPE,Previous Close,182.42
2689,EXPE,Open,183.71
2690,EXPE,Bid,183.55 x 800
2691,EXPE,Ask,184.50 x 800
2692,EXPE,Day's Range,180.22 - 185.64
2693,EXPE,52 Week Range,118.30 - 191.85
2694,EXPE,Volume,"1,489,314"
2695,EXPE,Avg. Volume,"2,532,250"
2696,EXPE,Market Cap,27.848B
2697,EXPE,Beta (5Y Monthly),1.62
2698,EXPE,PE Ratio (TTM),N/A
2699,EXPE,EPS (TTM),-6.51
2700,EXPE,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
2701,EXPE,Forward Dividend & Yield,N/A (N/A)
2702,EXPE,Ex-Dividend Date,"Mar 09, 2020"
2703,EXPE,1y Target Est,190.19
2704,EXPD,Previous Close,129.93
2705,EXPD,Open,128.21
2706,EXPD,Bid,126.11 x 900
2707,EXPD,Ask,126.33 x 1100
2708,EXPD,Day's Range,125.60 - 128.78
2709,EXPD,52 Week Range,88.82 - 137.80
2710,EXPD,Volume,"409,888"
2711,EXPD,Avg. Volume,"1,119,384"
2712,EXPD,Market Cap,21.457B
2713,EXPD,Beta (5Y Monthly),0.79
2714,EXPD,PE Ratio (TTM),18.74
2715,EXPD,EPS (TTM),6.76
2716,EXPD,Earnings Date,"Feb 22, 2022"
2717,EXPD,Forward Dividend & Yield,1.16 (0.89%)
2718,EXPD,Ex-Dividend Date,"Nov 30, 2021"
2719,EXPD,1y Target Est,119.71
2720,EXR,Previous Close,219.05
2721,EXR,Open,219.58
2722,EXR,Bid,205.00 x 1200
2723,EXR,Ask,218.00 x 800
2724,EXR,Day's Range,216.29 - 219.58
2725,EXR,52 Week Range,106.56 - 219.58
2726,EXR,Volume,"378,342"
2727,EXR,Avg. Volume,"648,917"
2728,EXR,Market Cap,29.188B
2729,EXR,Beta (5Y Monthly),0.32
2730,EXR,PE Ratio (TTM),40.49
2731,EXR,EPS (TTM),5.38
2732,EXR,Earnings Date,"Feb 21, 2022 - Feb 25, 2022"
2733,EXR,Forward Dividend & Yield,5.00 (2.29%)
2734,EXR,Ex-Dividend Date,"Dec 14, 2021"
2735,EXR,1y Target Est,220.79
2736,XOM,Previous Close,60.99
2737,XOM,Open,61.17
2738,XOM,Bid,61.05 x 2900
2739,XOM,Ask,61.10 x 1800
2740,XOM,Day's Range,61.00 - 61.84
2741,XOM,52 Week Range,40.97 - 66.38
2742,XOM,Volume,"13,543,291"
2743,XOM,Avg. Volume,"21,357,331"
2744,XOM,Market Cap,259.987B
2745,XOM,Beta (5Y Monthly),1.35
2746,XOM,PE Ratio (TTM),N/A
2747,XOM,EPS (TTM),-1.39
2748,XOM,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
2749,XOM,Forward Dividend & Yield,3.52 (5.77%)
2750,XOM,Ex-Dividend Date,"Nov 10, 2021"
2751,XOM,1y Target Est,72.25
2752,FFIV,Previous Close,230.91
2753,FFIV,Open,231.41
2754,FFIV,Bid,220.15 x 800
2755,FFIV,Ask,240.00 x 800
2756,FFIV,Day's Range,231.21 - 236.00
2757,FFIV,52 Week Range,173.41 - 239.12
2758,FFIV,Volume,"369,993"
2759,FFIV,Avg. Volume,"436,322"
2760,FFIV,Market Cap,14.379B
2761,FFIV,Beta (5Y Monthly),1.05
2762,FFIV,PE Ratio (TTM),43.98
2763,FFIV,EPS (TTM),5.34
2764,FFIV,Earnings Date,"Jan 24, 2022 - Jan 28, 2022"
2765,FFIV,Forward Dividend & Yield,N/A (N/A)
2766,FFIV,Ex-Dividend Date,N/A
2767,FFIV,1y Target Est,244.27
2768,FDS,Previous Close,477.43
2769,FDS,Open,477.43
2770,FDS,Bid,481.52 x 900
2771,FDS,Ask,481.81 x 800
2772,FDS,Day's Range,477.43 - 485.48
2773,FDS,52 Week Range,294.21 - 485.48
2774,FDS,Volume,"206,998"
2775,FDS,Avg. Volume,"330,945"
2776,FDS,Market Cap,18.05B
2777,FDS,Beta (5Y Monthly),0.75
2778,FDS,PE Ratio (TTM),45.54
2779,FDS,EPS (TTM),10.53
2780,FDS,Earnings Date,"Dec 21, 2021"
2781,FDS,Forward Dividend & Yield,3.28 (0.69%)
2782,FDS,Ex-Dividend Date,"Nov 29, 2021"
2783,FDS,1y Target Est,417.85
2784,FAST,Previous Close,62.04
2785,FAST,Open,62.16
2786,FAST,Bid,61.75 x 900
2787,FAST,Ask,63.74 x 800
2788,FAST,Day's Range,62.16 - 62.89
2789,FAST,52 Week Range,43.37 - 64.46
2790,FAST,Volume,"1,845,503"
2791,FAST,Avg. Volume,"2,907,574"
2792,FAST,Market Cap,35.999B
2793,FAST,Beta (5Y Monthly),1.22
2794,FAST,PE Ratio (TTM),40.64
2795,FAST,EPS (TTM),1.54
2796,FAST,Earnings Date,"Jan 19, 2022"
2797,FAST,Forward Dividend & Yield,1.12 (1.79%)
2798,FAST,Ex-Dividend Date,"Oct 25, 2021"
2799,FAST,1y Target Est,54.11
2800,FRT,Previous Close,132.57
2801,FRT,Open,133.14
2802,FRT,Bid,132.40 x 800
2803,FRT,Ask,138.82 x 800
2804,FRT,Day's Range,131.75 - 134.03
2805,FRT,52 Week Range,81.85 - 135.56
2806,FRT,Volume,"338,648"
2807,FRT,Avg. Volume,"446,119"
2808,FRT,Market Cap,10.298B
2809,FRT,Beta (5Y Monthly),1.13
2810,FRT,PE Ratio (TTM),43.89
2811,FRT,EPS (TTM),3.02
2812,FRT,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
2813,FRT,Forward Dividend & Yield,4.28 (3.23%)
2814,FRT,Ex-Dividend Date,"Dec 31, 2021"
2815,FRT,1y Target Est,136.29
2816,FDX,Previous Close,249.96
2817,FDX,Open,250.87
2818,FDX,Bid,253.50 x 900
2819,FDX,Ask,254.49 x 800
2820,FDX,Day's Range,250.65 - 256.23
2821,FDX,52 Week Range,216.34 - 319.90
2822,FDX,Volume,"2,041,132"
2823,FDX,Avg. Volume,"2,678,596"
2824,FDX,Market Cap,67.254B
2825,FDX,Beta (5Y Monthly),1.29
2826,FDX,PE Ratio (TTM),13.96
2827,FDX,EPS (TTM),18.18
2828,FDX,Earnings Date,"Mar 17, 2022"
2829,FDX,Forward Dividend & Yield,3.00 (1.18%)
2830,FDX,Ex-Dividend Date,"Dec 10, 2021"
2831,FDX,1y Target Est,309.31
2832,FIS,Previous Close,110.00
2833,FIS,Open,109.78
2834,FIS,Bid,107.99 x 800
2835,FIS,Ask,111.00 x 1200
2836,FIS,Day's Range,109.02 - 110.24
2837,FIS,52 Week Range,101.79 - 155.96
2838,FIS,Volume,"2,598,538"
2839,FIS,Avg. Volume,"4,200,725"
2840,FIS,Market Cap,66.405B
2841,FIS,Beta (5Y Monthly),0.75
2842,FIS,PE Ratio (TTM),302.92
2843,FIS,EPS (TTM),0.36
2844,FIS,Earnings Date,"Feb 07, 2022 - Feb 11, 2022"
2845,FIS,Forward Dividend & Yield,1.56 (1.43%)
2846,FIS,Ex-Dividend Date,"Dec 10, 2021"
2847,FIS,1y Target Est,149.10
2848,FITB,Previous Close,42.70
2849,FITB,Open,43.01
2850,FITB,Bid,42.30 x 1300
2851,FITB,Ask,43.60 x 800
2852,FITB,Day's Range,42.95 - 43.54
2853,FITB,52 Week Range,26.83 - 45.92
2854,FITB,Volume,"2,605,621"
2855,FITB,Avg. Volume,"4,418,926"
2856,FITB,Market Cap,29.396B
2857,FITB,Beta (5Y Monthly),1.45
2858,FITB,PE Ratio (TTM),11.90
2859,FITB,EPS (TTM),3.62
2860,FITB,Earnings Date,"Jan 20, 2022"
2861,FITB,Forward Dividend & Yield,1.20 (2.79%)
2862,FITB,Ex-Dividend Date,"Dec 30, 2021"
2863,FITB,1y Target Est,49.02
2864,FE,Previous Close,40.52
2865,FE,Open,40.57
2866,FE,Bid,40.60 x 1300
2867,FE,Ask,40.77 x 4000
2868,FE,Day's Range,40.46 - 40.71
2869,FE,52 Week Range,29.25 - 40.71
2870,FE,Volume,"1,861,183"
2871,FE,Avg. Volume,"3,337,663"
2872,FE,Market Cap,23.102B
2873,FE,Beta (5Y Monthly),0.33
2874,FE,PE Ratio (TTM),20.14
2875,FE,EPS (TTM),2.01
2876,FE,Earnings Date,"Feb 16, 2022 - Feb 21, 2022"
2877,FE,Forward Dividend & Yield,1.56 (3.85%)
2878,FE,Ex-Dividend Date,"Feb 04, 2022"
2879,FE,1y Target Est,43.07
2880,FISV,Previous Close,106.19
2881,FISV,Open,105.52
2882,FISV,Bid,105.00 x 800
2883,FISV,Ask,106.50 x 900
2884,FISV,Day's Range,105.02 - 106.22
2885,FISV,52 Week Range,92.06 - 127.34
2886,FISV,Volume,"2,127,439"
2887,FISV,Avg. Volume,"4,617,317"
2888,FISV,Market Cap,69.681B
2889,FISV,Beta (5Y Monthly),0.83
2890,FISV,PE Ratio (TTM),54.68
2891,FISV,EPS (TTM),1.93
2892,FISV,Earnings Date,"Feb 07, 2022 - Feb 11, 2022"
2893,FISV,Forward Dividend & Yield,N/A (N/A)
2894,FISV,Ex-Dividend Date,N/A
2895,FISV,1y Target Est,131.60
2896,FMC,Previous Close,107.50
2897,FMC,Open,107.76
2898,FMC,Bid,107.50 x 1000
2899,FMC,Ask,115.00 x 800
2900,FMC,Day's Range,107.57 - 109.68
2901,FMC,52 Week Range,87.27 - 123.66
2902,FMC,Volume,"730,306"
2903,FMC,Avg. Volume,"946,552"
2904,FMC,Market Cap,13.831B
2905,FMC,Beta (5Y Monthly),0.86
2906,FMC,PE Ratio (TTM),23.88
2907,FMC,EPS (TTM),4.57
2908,FMC,Earnings Date,"Feb 08, 2022"
2909,FMC,Forward Dividend & Yield,2.12 (1.94%)
2910,FMC,Ex-Dividend Date,"Dec 30, 2021"
2911,FMC,1y Target Est,121.76
2912,F,Previous Close,20.14
2913,F,Open,20.08
2914,F,Bid,20.23 x 34100
2915,F,Ask,20.24 x 1800
2916,F,Day's Range,20.00 - 20.41
2917,F,52 Week Range,8.43 - 21.49
2918,F,Volume,"50,610,458"
2919,F,Avg. Volume,"92,976,015"
2920,F,Market Cap,80.924B
2921,F,Beta (5Y Monthly),1.09
2922,F,PE Ratio (TTM),28.40
2923,F,EPS (TTM),0.71
2924,F,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
2925,F,Forward Dividend & Yield,0.40 (1.99%)
2926,F,Ex-Dividend Date,"Nov 18, 2021"
2927,F,1y Target Est,19.41
2928,FTNT,Previous Close,348.16
2929,FTNT,Open,348.00
2930,FTNT,Bid,345.29 x 800
2931,FTNT,Ask,349.00 x 1100
2932,FTNT,Day's Range,346.08 - 354.84
2933,FTNT,52 Week Range,137.31 - 355.35
2934,FTNT,Volume,"707,304"
2935,FTNT,Avg. Volume,"1,169,447"
2936,FTNT,Market Cap,57.065B
2937,FTNT,Beta (5Y Monthly),1.15
2938,FTNT,PE Ratio (TTM),105.06
2939,FTNT,EPS (TTM),3.32
2940,FTNT,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
2941,FTNT,Forward Dividend & Yield,N/A (N/A)
2942,FTNT,Ex-Dividend Date,N/A
2943,FTNT,1y Target Est,368.50
2944,FTV,Previous Close,75.14
2945,FTV,Open,75.45
2946,FTV,Bid,75.18 x 800
2947,FTV,Ask,75.07 x 1300
2948,FTV,Day's Range,74.73 - 75.75
2949,FTV,52 Week Range,64.58 - 79.87
2950,FTV,Volume,"1,136,617"
2951,FTV,Avg. Volume,"2,047,153"
2952,FTV,Market Cap,26.951B
2953,FTV,Beta (5Y Monthly),1.20
2954,FTV,PE Ratio (TTM),16.40
2955,FTV,EPS (TTM),4.58
2956,FTV,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
2957,FTV,Forward Dividend & Yield,0.28 (0.37%)
2958,FTV,Ex-Dividend Date,"Nov 24, 2021"
2959,FTV,1y Target Est,85.88
2960,FOX,Previous Close,34.22
2961,FOX,Open,33.93
2962,FOX,Bid,33.73 x 800
2963,FOX,Ask,33.76 x 900
2964,FOX,Day's Range,33.28 - 34.07
2965,FOX,52 Week Range,26.89 - 42.14
2966,FOX,Volume,"832,429"
2967,FOX,Avg. Volume,"1,249,157"
2968,FOX,Market Cap,20.083B
2969,FOX,Beta (5Y Monthly),1.13
2970,FOX,PE Ratio (TTM),11.41
2971,FOX,EPS (TTM),2.96
2972,FOX,Earnings Date,N/A
2973,FOX,Forward Dividend & Yield,0.48 (1.40%)
2974,FOX,Ex-Dividend Date,"Aug 31, 2021"
2975,FOX,1y Target Est,51.50
2976,BEN,Previous Close,32.87
2977,BEN,Open,33.03
2978,BEN,Bid,33.19 x 800
2979,BEN,Ask,34.00 x 800
2980,BEN,Day's Range,32.93 - 33.51
2981,BEN,52 Week Range,23.96 - 38.27
2982,BEN,Volume,"942,802"
2983,BEN,Avg. Volume,"2,815,622"
2984,BEN,Market Cap,16.77B
2985,BEN,Beta (5Y Monthly),1.22
2986,BEN,PE Ratio (TTM),9.36
2987,BEN,EPS (TTM),3.57
2988,BEN,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
2989,BEN,Forward Dividend & Yield,1.16 (3.47%)
2990,BEN,Ex-Dividend Date,"Dec 30, 2021"
2991,BEN,1y Target Est,36.70
2992,FCX,Previous Close,40.14
2993,FCX,Open,39.92
2994,FCX,Bid,41.10 x 900
2995,FCX,Ask,41.14 x 900
2996,FCX,Day's Range,39.84 - 41.29
2997,FCX,52 Week Range,24.31 - 46.10
2998,FCX,Volume,"17,727,514"
2999,FCX,Avg. Volume,"18,861,119"
3000,FCX,Market Cap,60.398B
3001,FCX,Beta (5Y Monthly),2.06
3002,FCX,PE Ratio (TTM),15.57
3003,FCX,EPS (TTM),2.64
3004,FCX,Earnings Date,"Jan 24, 2022 - Jan 28, 2022"
3005,FCX,Forward Dividend & Yield,0.60 (1.46%)
3006,FCX,Ex-Dividend Date,"Jan 13, 2022"
3007,FCX,1y Target Est,42.56
3008,GPS,Previous Close,17.19
3009,GPS,Open,17.16
3010,GPS,Bid,17.28 x 800
3011,GPS,Ask,17.49 x 3100
3012,GPS,Day's Range,17.11 - 17.48
3013,GPS,52 Week Range,15.84 - 37.63
3014,GPS,Volume,"4,655,275"
3015,GPS,Avg. Volume,"9,433,246"
3016,GPS,Market Cap,6.452B
3017,GPS,Beta (5Y Monthly),1.74
3018,GPS,PE Ratio (TTM),13.06
3019,GPS,EPS (TTM),1.32
3020,GPS,Earnings Date,"Mar 02, 2022 - Mar 07, 2022"
3021,GPS,Forward Dividend & Yield,0.48 (2.78%)
3022,GPS,Ex-Dividend Date,"Jan 04, 2022"
3023,GPS,1y Target Est,23.54
3024,GRMN,Previous Close,134.10
3025,GRMN,Open,134.63
3026,GRMN,Bid,120.29 x 800
3027,GRMN,Ask,149.94 x 1000
3028,GRMN,Day's Range,134.37 - 135.43
3029,GRMN,52 Week Range,113.59 - 178.81
3030,GRMN,Volume,"389,988"
3031,GRMN,Avg. Volume,"860,330"
3032,GRMN,Market Cap,25.863B
3033,GRMN,Beta (5Y Monthly),0.98
3034,GRMN,PE Ratio (TTM),22.96
3035,GRMN,EPS (TTM),5.86
3036,GRMN,Earnings Date,"Feb 15, 2022 - Feb 21, 2022"
3037,GRMN,Forward Dividend & Yield,2.68 (1.99%)
3038,GRMN,Ex-Dividend Date,"Mar 14, 2022"
3039,GRMN,1y Target Est,N/A
3040,IT,Previous Close,324.66
3041,IT,Open,324.77
3042,IT,Bid,326.24 x 1100
3043,IT,Ask,350.00 x 1100
3044,IT,Day's Range,324.70 - 328.96
3045,IT,52 Week Range,149.74 - 369.00
3046,IT,Volume,"232,021"
3047,IT,Avg. Volume,"473,539"
3048,IT,Market Cap,26.771B
3049,IT,Beta (5Y Monthly),1.55
3050,IT,PE Ratio (TTM),40.56
3051,IT,EPS (TTM),8.02
3052,IT,Earnings Date,"Feb 07, 2022 - Feb 11, 2022"
3053,IT,Forward Dividend & Yield,N/A (N/A)
3054,IT,Ex-Dividend Date,"Jul 19, 1999"
3055,IT,1y Target Est,358.33
3056,GNRC,Previous Close,351.81
3057,GNRC,Open,351.47
3058,GNRC,Bid,333.33 x 900
3059,GNRC,Ask,353.00 x 1000
3060,GNRC,Day's Range,346.51 - 354.58
3061,GNRC,52 Week Range,219.47 - 524.31
3062,GNRC,Volume,"391,453"
3063,GNRC,Avg. Volume,"769,220"
3064,GNRC,Market Cap,22.163B
3065,GNRC,Beta (5Y Monthly),1.02
3066,GNRC,PE Ratio (TTM),42.67
3067,GNRC,EPS (TTM),8.23
3068,GNRC,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
3069,GNRC,Forward Dividend & Yield,N/A (N/A)
3070,GNRC,Ex-Dividend Date,"Jun 10, 2013"
3071,GNRC,1y Target Est,514.11
3072,GD,Previous Close,203.76
3073,GD,Open,204.84
3074,GD,Bid,203.64 x 900
3075,GD,Ask,208.04 x 900
3076,GD,Day's Range,203.78 - 205.85
3077,GD,52 Week Range,144.50 - 210.21
3078,GD,Volume,"665,810"
3079,GD,Avg. Volume,"949,057"
3080,GD,Market Cap,57.154B
3081,GD,Beta (5Y Monthly),1.08
3082,GD,PE Ratio (TTM),17.57
3083,GD,EPS (TTM),11.65
3084,GD,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
3085,GD,Forward Dividend & Yield,4.76 (2.33%)
3086,GD,Ex-Dividend Date,"Jan 13, 2022"
3087,GD,1y Target Est,229.35
3088,GE,Previous Close,93.07
3089,GE,Open,93.30
3090,GE,Bid,93.75 x 800
3091,GE,Ask,93.94 x 800
3092,GE,Day's Range,93.30 - 94.54
3093,GE,52 Week Range,83.20 - 116.17
3094,GE,Volume,"3,885,495"
3095,GE,Avg. Volume,"7,135,357"
3096,GE,Market Cap,103.225B
3097,GE,Beta (5Y Monthly),1.04
3098,GE,PE Ratio (TTM),N/A
3099,GE,EPS (TTM),-0.42
3100,GE,Earnings Date,"Jan 25, 2022"
3101,GE,Forward Dividend & Yield,0.32 (0.34%)
3102,GE,Ex-Dividend Date,"Dec 20, 2021"
3103,GE,1y Target Est,121.24
3104,GIS,Previous Close,65.70
3105,GIS,Open,66.00
3106,GIS,Bid,66.09 x 1100
3107,GIS,Ask,66.10 x 900
3108,GIS,Day's Range,65.83 - 66.22
3109,GIS,52 Week Range,53.96 - 69.68
3110,GIS,Volume,"2,260,190"
3111,GIS,Avg. Volume,"3,276,258"
3112,GIS,Market Cap,39.806B
3113,GIS,Beta (5Y Monthly),0.51
3114,GIS,PE Ratio (TTM),18.19
3115,GIS,EPS (TTM),3.63
3116,GIS,Earnings Date,"Mar 22, 2022 - Mar 28, 2022"
3117,GIS,Forward Dividend & Yield,2.04 (3.09%)
3118,GIS,Ex-Dividend Date,"Jan 07, 2022"
3119,GIS,1y Target Est,64.51
3120,GM,Previous Close,56.08
3121,GM,Open,56.07
3122,GM,Bid,56.78 x 900
3123,GM,Ask,56.88 x 1400
3124,GM,Day's Range,55.77 - 57.09
3125,GM,52 Week Range,40.04 - 65.18
3126,GM,Volume,"13,722,304"
3127,GM,Avg. Volume,"18,918,990"
3128,GM,Market Cap,82.625B
3129,GM,Beta (5Y Monthly),1.19
3130,GM,PE Ratio (TTM),7.62
3131,GM,EPS (TTM),7.47
3132,GM,Earnings Date,"Feb 01, 2022"
3133,GM,Forward Dividend & Yield,N/A (N/A)
3134,GM,Ex-Dividend Date,"Mar 05, 2020"
3135,GM,1y Target Est,73.10
3136,GPC,Previous Close,135.25
3137,GPC,Open,135.88
3138,GPC,Bid,101.53 x 800
3139,GPC,Ask,135.53 x 1000
3140,GPC,Day's Range,135.36 - 137.00
3141,GPC,52 Week Range,93.62 - 139.11
3142,GPC,Volume,"307,493"
3143,GPC,Avg. Volume,"599,303"
3144,GPC,Market Cap,19.28B
3145,GPC,Beta (5Y Monthly),1.08
3146,GPC,PE Ratio (TTM),24.13
3147,GPC,EPS (TTM),5.61
3148,GPC,Earnings Date,"Feb 15, 2022 - Feb 21, 2022"
3149,GPC,Forward Dividend & Yield,3.26 (2.41%)
3150,GPC,Ex-Dividend Date,"Dec 02, 2021"
3151,GPC,1y Target Est,140.38
3152,GILD,Previous Close,72.43
3153,GILD,Open,72.57
3154,GILD,Bid,71.93 x 1200
3155,GILD,Ask,72.56 x 1100
3156,GILD,Day's Range,72.18 - 72.82
3157,GILD,52 Week Range,56.56 - 73.34
3158,GILD,Volume,"5,096,606"
3159,GILD,Avg. Volume,"7,019,128"
3160,GILD,Market Cap,90.917B
3161,GILD,Beta (5Y Monthly),0.35
3162,GILD,PE Ratio (TTM),12.40
3163,GILD,EPS (TTM),5.84
3164,GILD,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
3165,GILD,Forward Dividend & Yield,2.84 (3.92%)
3166,GILD,Ex-Dividend Date,"Dec 14, 2021"
3167,GILD,1y Target Est,76.88
3168,GPN,Previous Close,128.07
3169,GPN,Open,125.15
3170,GPN,Bid,0.00 x 800
3171,GPN,Ask,0.00 x 800
3172,GPN,Day's Range,122.04 - 125.51
3173,GPN,52 Week Range,116.75 - 220.81
3174,GPN,Volume,"2,518,407"
3175,GPN,Avg. Volume,"2,741,106"
3176,GPN,Market Cap,35.883B
3177,GPN,Beta (5Y Monthly),1.10
3178,GPN,PE Ratio (TTM),39.05
3179,GPN,EPS (TTM),3.17
3180,GPN,Earnings Date,"Feb 07, 2022 - Feb 11, 2022"
3181,GPN,Forward Dividend & Yield,1.00 (0.78%)
3182,GPN,Ex-Dividend Date,"Dec 15, 2021"
3183,GPN,1y Target Est,190.95
3184,GS,Previous Close,382.33
3185,GS,Open,383.79
3186,GS,Bid,384.77 x 900
3187,GS,Ask,385.04 x 1100
3188,GS,Day's Range,383.57 - 387.61
3189,GS,52 Week Range,256.50 - 426.16
